id,title,year,creature_n,creature_top_label,creature_top_score,creature_boxes,weapon_n,weapon_top_label,weapon_top_score,weapon_boxes,error
80342,Lady Dragon 2,1993,3,skeleton,0.387,"[{""label"": ""skeleton"", ""score"": 0.387, ""box"": [0.3431, 0.4303, 0.1295, 0.1061]}, {""label"": ""giant_monster"", ""score"": 0.371, ""box"": [0.0047, 0.0007, 0.8769, 0.4287]}, {""label"": ""skeleton"", ""score"": 0.37, ""box"": [0.2986, 0.4246, 0.1832, 0.1357]}]",3,rifle,0.323,"[{""label"": ""rifle"", ""score"": 0.323, ""box"": [0.5599, 0.1638, 0.0506, 0.2433]}, {""label"": ""sword"", ""score"": 0.309, ""box"": [0.307, 0.5747, 0.0562, 0.1863]}, {""label"": ""gun"", ""score"": 0.29, ""box"": [0.2916, 0.5727, 0.0881, 0.1894]}]",
81829,Bulldog Drummond,1929,3,wolf_dog,0.414,"[{""label"": ""wolf_dog"", ""score"": 0.414, ""box"": [0.157, 0.3505, 0.2421, 0.1861]}, {""label"": ""masked_killer"", ""score"": 0.353, ""box"": [0.507, 0.3136, 0.4906, 0.6345]}, {""label"": ""spider"", ""score"": 0.301, ""box"": [0.157, 0.3503, 0.2423, 0.1864]}]",0,,,[],
84770,The Large Rope,1953,3,doll,0.47,"[{""label"": ""doll"", ""score"": 0.47, ""box"": [0.6271, 0.2011, 0.3677, 0.4434]}, {""label"": ""masked_killer"", ""score"": 0.431, ""box"": [0.0636, 0.14, 0.6672, 0.4777]}, {""label"": ""vampire"", ""score"": 0.368, ""box"": [0.0645, 0.1395, 0.6657, 0.4784]}]",0,,,[],
93394,Elevator,2013,2,clown,0.324,"[{""label"": ""clown"", ""score"": 0.324, ""box"": [0.6, 0.665, 0.1163, 0.1367]}, {""label"": ""giant_monster"", ""score"": 0.258, ""box"": [0.6025, 0.6657, 0.1099, 0.0901]}]",3,arrow,0.359,"[{""label"": ""arrow"", ""score"": 0.359, ""box"": [0.3395, 0.5005, 0.0699, 0.0542]}, {""label"": ""arrow"", ""score"": 0.318, ""box"": [0.5988, 0.4988, 0.066, 0.0545]}, {""label"": ""gun"", ""score"": 0.302, ""box"": [0.2006, 0.0691, 0.6044, 0.8157]}]",
94716,A Cottage on Dartmoor,1929,3,doll,0.398,"[{""label"": ""doll"", ""score"": 0.398, ""box"": [0.3655, 0.679, 0.5447, 0.2535]}, {""label"": ""giant_monster"", ""score"": 0.338, ""box"": [0.0069, 0.0026, 0.3855, 0.2648]}, {""label"": ""vampire"", ""score"": 0.274, ""box"": [0.3654, 0.6787, 0.546, 0.254]}]",1,machete,0.283,"[{""label"": ""machete"", ""score"": 0.283, ""box"": [0.1482, 0.168, 0.1109, 0.0753]}]",
136686,Doraemon: Nobita and the Green Giant Legend,2008,3,giant_monster,0.511,"[{""label"": ""giant_monster"", ""score"": 0.511, ""box"": [0.5986, 0.3684, 0.3993, 0.4284]}, {""label"": ""clown"", ""score"": 0.452, ""box"": [0.3732, 0.0229, 0.2864, 0.3101]}, {""label"": ""skeleton"", ""score"": 0.422, ""box"": [0.0567, 0.2872, 0.2687, 0.1845]}]",1,gun,0.287,"[{""label"": ""gun"", ""score"": 0.287, ""box"": [0.5965, 0.5855, 0.2666, 0.1271]}]",
138999,Little Corey Gorey,1993,3,doll,0.452,"[{""label"": ""doll"", ""score"": 0.452, ""box"": [0.0015, 0.6211, 0.228, 0.0963]}, {""label"": ""vampire"", ""score"": 0.388, ""box"": [0.7828, 0.4373, 0.1172, 0.1285]}, {""label"": ""vampire"", ""score"": 0.358, ""box"": [0.1981, 0.3426, 0.6681, 0.6538]}]",2,gun,0.353,"[{""label"": ""gun"", ""score"": 0.353, ""box"": [0.6361, 0.6999, 0.1131, 0.0847]}, {""label"": ""gun"", ""score"": 0.27, ""box"": [0.6221, 0.6922, 0.142, 0.1026]}]",
140418,Bulldog Drummond at Bay,1937,3,doll,0.392,"[{""label"": ""doll"", ""score"": 0.392, ""box"": [0.4485, 0.136, 0.4066, 0.8636]}, {""label"": ""giant_monster"", ""score"": 0.363, ""box"": [0.0009, 0.0845, 0.0898, 0.123]}, {""label"": ""skeleton"", ""score"": 0.315, ""box"": [0.5559, 0.1359, 0.2048, 0.1702]}]",3,gun,0.347,"[{""label"": ""gun"", ""score"": 0.347, ""box"": [0.0075, 0.3464, 0.1628, 0.0617]}, {""label"": ""gun"", ""score"": 0.309, ""box"": [0.0023, 0.3383, 0.1754, 0.0857]}, {""label"": ""gun"", ""score"": 0.284, ""box"": [0.0016, 0.3428, 0.1709, 0.111]}]",
160399,Megazone 23 III - Part 1 - The Awakening of Eve,1989,3,clown,0.398,"[{""label"": ""clown"", ""score"": 0.398, ""box"": [0.291, 0.0701, 0.2971, 0.1834]}, {""label"": ""clown"", ""score"": 0.377, ""box"": [0.2903, 0.0689, 0.2975, 0.1859]}, {""label"": ""skeleton"", ""score"": 0.375, ""box"": [0.3632, 0.1394, 0.1495, 0.0881]}]",0,,,[],
173095,The Brides Wore Blood,1972,3,clown,0.39,"[{""label"": ""clown"", ""score"": 0.39, ""box"": [0.0407, 0.0054, 0.5482, 0.3298]}, {""label"": ""skeleton"", ""score"": 0.34, ""box"": [0.2457, 0.0344, 0.2617, 0.17]}, {""label"": ""clown"", ""score"": 0.328, ""box"": [0.04, 0.0052, 0.5516, 0.3307]}]",0,,,[],
201989,Bottles,1936,3,skeleton,0.453,"[{""label"": ""skeleton"", ""score"": 0.453, ""box"": [0.7228, 0.5907, 0.1092, 0.0839]}, {""label"": ""doll"", ""score"": 0.392, ""box"": [0.672, 0.5251, 0.3255, 0.3162]}, {""label"": ""giant_monster"", ""score"": 0.384, ""box"": [0.0054, 0.5819, 0.7605, 0.4136]}]",2,rifle,0.354,"[{""label"": ""rifle"", ""score"": 0.354, ""box"": [0.0014, 0.5795, 0.3767, 0.0781]}, {""label"": ""rifle"", ""score"": 0.278, ""box"": [0.0015, 0.5796, 0.3331, 0.077]}]",
213215,The Returning,1983,3,clown,0.333,"[{""label"": ""clown"", ""score"": 0.333, ""box"": [0.682, 0.7838, 0.044, 0.0552]}, {""label"": ""vampire"", ""score"": 0.275, ""box"": [0.682, 0.7838, 0.0445, 0.0553]}, {""label"": ""vampire"", ""score"": 0.253, ""box"": [0.6819, 0.7838, 0.0447, 0.0553]}]",0,,,[],
214905,Below the Deadline,1936,3,clown,0.408,"[{""label"": ""clown"", ""score"": 0.408, ""box"": [0.7195, 0.5485, 0.1991, 0.1537]}, {""label"": ""giant_monster"", ""score"": 0.285, ""box"": [0.0194, 0.6578, 0.0966, 0.0692]}, {""label"": ""clown"", ""score"": 0.276, ""box"": [0.1139, 0.5286, 0.129, 0.1659]}]",0,,,[],
224473,The Sweet Sound of Death,1965,3,masked_killer,0.376,"[{""label"": ""masked_killer"", ""score"": 0.376, ""box"": [0.0201, 0.5851, 0.375, 0.3826]}, {""label"": ""shark"", ""score"": 0.36, ""box"": [0.0323, 0.5578, 0.0667, 0.0444]}, {""label"": ""doll"", ""score"": 0.346, ""box"": [0.5407, 0.1933, 0.3722, 0.6189]}]",0,,,[],
249294,Celia: The Sinister Affair of Poor Aunt Nora,1949,3,skeleton,0.397,"[{""label"": ""skeleton"", ""score"": 0.397, ""box"": [0.3126, 0.2222, 0.36, 0.3221]}, {""label"": ""spider"", ""score"": 0.373, ""box"": [0.1895, 0.6436, 0.2969, 0.2482]}, {""label"": ""clown"", ""score"": 0.363, ""box"": [0.2283, 0.1212, 0.5426, 0.445]}]",1,sword,0.316,"[{""label"": ""sword"", ""score"": 0.316, ""box"": [0.2654, 0.7764, 0.0715, 0.1038]}]",
267338,"Love, Honor and Oh-Baby!",1940,3,doll,0.477,"[{""label"": ""doll"", ""score"": 0.477, ""box"": [0.0598, 0.8045, 0.3319, 0.1938]}, {""label"": ""vampire"", ""score"": 0.337, ""box"": [0.3186, 0.7637, 0.3451, 0.2344]}, {""label"": ""giant_monster"", ""score"": 0.334, ""box"": [0.306, 0.1844, 0.5435, 0.3324]}]",2,syringe,0.326,"[{""label"": ""syringe"", ""score"": 0.326, ""box"": [0.4653, 0.9196, 0.0734, 0.0593]}, {""label"": ""syringe"", ""score"": 0.252, ""box"": [0.4611, 0.9187, 0.0795, 0.0787]}]",
280002,The Remaining,2014,3,doll,0.493,"[{""label"": ""doll"", ""score"": 0.493, ""box"": [0.1584, 0.6222, 0.2974, 0.3026]}, {""label"": ""vampire"", ""score"": 0.325, ""box"": [0.3684, 0.5414, 0.3025, 0.4111]}, {""label"": ""clown"", ""score"": 0.314, ""box"": [0.1894, 0.6221, 0.1927, 0.1271]}]",0,,,[],
